1,0.995,-280.80154706446376,19
2,0.990,-300.40275942232824,22
3,0.985,-284.5058372657604,21
4,0.980,-300.40275942232824,22
5,0.975,-255.55986840814106,13
6,0.970,-156.0199733529118,31
7,0.966,-255.55986840814106,13
8,0.961,-142.52415792971703,30
9,0.956,-324.09262419336335,31
10,0.951,-255.55986840814106,13
11,0.946,-319.68710309378486,29
12,0.942,-117.70912648010435,30
13,0.937,-138.194142860659,29
14,0.932,-310.16268027509597,25
15,0.928,-140.98515013649745,31
16,0.923,-130.61255893726766,31
17,0.918,-129.58051442835375,30
18,0.914,-263.24409919798177,15
19,0.909,-134.60985188839842,31
20,0.905,-129.81288806404183,33
21,0.900,-271.07707039367574,22
22,0.896,-159.19456033947418,34
23,0.891,-133.27754545027648,74
24,0.887,-101.28566735299302,79
25,0.882,-136.77416062331807,36
26,0.878,-93.0851871366314,33
27,0.873,-114.87514649925117,32
28,0.869,-194.5785919307625,71
29,0.865,60.81008378839453,51
30,0.860,82.37221290998367,67
31,0.856,-87.31968113779726,33
32,0.852,-140.5742339926103,32
33,0.848,-140.33532973373448,30
34,0.843,131.11834901075127,81
35,0.839,30.154047763293622,70
36,0.835,122.7348480071203,81
37,0.831,49.72132845119569,51
38,0.827,70.28888964875361,50
39,0.822,39.68699516475378,49
40,0.818,-8.929548617383537,93
41,0.814,20.49986178115328,93
42,0.810,49.79202178242467,66
43,0.806,82.21439193722834,82
44,0.802,-188.46971476441388,71
45,0.798,58.17001128107696,53
46,0.794,-137.0301500933685,70
47,0.790,82.29943941711782,81
48,0.786,66.93311147064792,70
49,0.782,-89.13454428335628,79
50,0.778,47.5518377030916,53
51,0.774,91.90769876115579,70
52,0.771,66.93803524863075,69
53,0.767,-55.04002736229046,115
54,0.763,-33.14107884780292,112
55,0.759,69.35636823527366,70
56,0.755,31.85774370727793,69
57,0.751,49.27836264733558,70
58,0.748,-68.76058587938844,112
59,0.744,99.18991297856113,82
60,0.740,87.84208609119815,67
61,0.737,-20.612846252603156,168
62,0.733,46.649250136537454,49
63,0.729,62.144414309075344,69
64,0.726,-8.645114769055212,99
65,0.722,59.20621687569161,80
66,0.718,-48.23085870465107,113
67,0.715,51.59809900050189,70
68,0.711,49.68361959434921,51
69,0.708,65.71229350010981,68
70,0.704,-92.53251649657085,126
71,0.701,27.019119562468433,49
72,0.697,-146.8828691244642,135
73,0.694,43.76549953284905,70
74,0.690,12.702548673260651,69
75,0.687,52.38861231511718,67
76,0.683,28.806973229946433,88
77,0.680,59.2488366145314,50
78,0.676,74.38466612315939,69
79,0.673,99.18980628693039,77
80,0.670,45.918010054447,68
81,0.666,51.6377198867264,69
82,0.663,87.43497978670706,74
83,0.660,16.762092335181638,49
84,0.656,-108.70963117016113,79
85,0.653,-62.58778380110741,48
86,0.650,-206.19821215634957,205
87,0.647,88.23671975357406,82
88,0.643,66.61451489525443,68
89,0.640,-65.8058054406866,124
90,0.637,45.86977574482267,70
91,0.634,-79.88766419526051,46
92,0.631,74.95502013747223,70
93,0.627,-136.3451129752832,80
94,0.624,68.47894064442839,70
95,0.621,-63.30111385483736,51
96,0.618,10.324133227802411,69
97,0.615,31.136904182018505,51
